id	rule_index	rule	grounding
490	Rule_3	?a type Response => ?a ResponseOnPlatform 1	473_UM04 type Response => 473_UM04 ResponseOnPlatform 1
1239	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	454_UM03 Response_by_User 454 | 454_UM03 hasVisitId 454 => 454_UM03 ResponseOnPlatform 1
1483	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	412_UM17 chosen_Answer_Code 4 => 412_UM17 type Response
1026	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 71_M007_01 hasQuestion M007_01 => 71_M007_01 type Response
785	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 441_UM03 hasQuestion UM03 => 441_UM03 ResponseOnPlatform 1
451	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	224 label Username_224 | 224 label Username_224 => 224 hasUserId 224
1124	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	73_M004_01 hasQuestion M004_01 | M004_01 type Question => 73_M004_01 type Response
1329	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	395_SU01_04 chosen_Answer_Code 5 | 5 type User => 395_SU01_04 type Response
420	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010402 ResponseCode 2 | 2 type User => 20010402 hasAnswerScale_Type Ordinal
1463	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	418_UM04 chosen_Answer_Code 5 => 418_UM04 type Response
1220	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 328_SU01_02 hasQuestion SU01_02 => 328_SU01_02 type Response
672	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	477_UM22 Response_by_User 477 | 477 type User => 477_UM22 type Response
1023	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 100_M007_01 hasQuestion M007_01 => 100_M007_01 type Response
752	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	438_UM24 Response_by_User 438 | 438 type User => 438_UM24 ResponseOnPlatform 1
254	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30240001 is_Answer_To UM24 | UM24 type Question => 30240001 hasAnswerScale_Type Nominal
1091	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	363_SU01_03 chosen_Answer_Code 4 => 363_SU01_03 ResponseOnPlatform 1
482	Rule_3	?a type Response => ?a ResponseOnPlatform 1	124_M008_01 type Response => 124_M008_01 ResponseOnPlatform 1
1314	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	405_UM06 Response_by_User 405 | 405_UM06 hasVisitId 405 => 405_UM06 type Response
1293	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	408_UM13 Response_by_User 408 | 408_UM13 hasVisitId 408 => 408_UM13 type Response
354	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030108 is_Answer_To M003_01 => 10030108 hasAnswerScale_Type Ordinal
551	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	417_UM25 chosen_Answer_Code NO_RECORDED_RESPONSE => 417_UM25 ResponseOnPlatform 1
86	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	160_M006_01 hasVisitId 160 => 160_M006_01 Response_by_User 160
1416	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM09 hasVisitId 407 => 407_UM09 Response_by_User 407
265	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30140001 is_Answer_To UM14 | UM14 type Question => 30140001 hasAnswerScale_Type Nominal
287	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30130003 ResponseCode 2 | 2 type User => 30130003 hasAnswerScale_Type Nominal
1478	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	398_SU01_05 chosen_Answer_Code 4 => 398_SU01_05 type Response
1242	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	437_UM07 Response_by_User 437 | 437_UM07 hasVisitId 437 => 437_UM07 ResponseOnPlatform 1
1494	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	484_UM21 chosen_Answer_Code 4 => 484_UM21 type Response
529	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	265_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 265_M002_01 ResponseOnPlatform 1
464	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	481 label Username_481 | 481 label Username_481 => 481 hasUserId 481
1295	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	289_M005 Response_by_User 289 | 289_M005 hasVisitId 289 => 289_M005 type Response
221	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30120003 hasAnswerId 30120003 | 30120003 hasAnswerId 30120003 => 30120003 hasAnswerScale_Type Nominal
113	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30060005 hasAnswerId 30060005 | 30060005 type Answer => 30060005 hasAnswerScale_Type Nominal
974	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 467_UM03 hasQuestion UM03 => 467_UM03 type Response
1168	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	274_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 274_M008_01 ResponseOnPlatform 1
174	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM13 hasQuestion_Category Quality | 30130005 is_Answer_To UM13 => 30130005 hasAnswerScale_Type Nominal
1234	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	408_UM13 Response_by_User 408 | 408_UM13 hasVisitId 408 => 408_UM13 ResponseOnPlatform 1
353	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030101 is_Answer_To M003_01 => 10030101 hasAnswerScale_Type Ordinal
1172	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	176_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 176_M005 ResponseOnPlatform 1
1005	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 329_SU01_02 hasQuestion SU01_02 => 329_SU01_02 ResponseOnPlatform 1
1457	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	475_UM23 chosen_Answer_Code 5 => 475_UM23 type Response
285	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30200004 ResponseCode 4 | 4 type User => 30200004 hasAnswerScale_Type Nominal
861	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	187_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 187_M005 type Response
1145	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	64_M002_01 hasQuestion M002_01 | M002_01 type Question => 64_M002_01 ResponseOnPlatform 1
1192	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	10_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 10_M008_01 ResponseOnPlatform 1
31	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	410_UM12 ResponseOnPlatform 1 => 410_UM12 type Response
590	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	147_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 147_M006_01 ResponseOnPlatform 1
210	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30170004 hasAnswerId 30170004 | 30170004 hasAnswerId 30170004 => 30170004 hasAnswerScale_Type Nominal
962	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 440_UM03 hasQuestion UM03 => 440_UM03 type Response
439	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010801 ResponseCode 1 | 1 type User => 20010801 hasAnswerScale_Type Ordinal
922	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 22_M007_01 hasQuestion M007_01 => 22_M007_01 ResponseOnPlatform 1
413	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010505 is_Answer_To SU01_05 => 20010505 hasAnswerScale_Type Ordinal
926	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	428_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 428_UM03 type Response
365	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040104 is_Answer_To M004_01 => 10040104 hasAnswerScale_Type Ordinal
188	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM22 belongsTo uMARS | 30220002 is_Answer_To UM22 => 30220002 hasAnswerScale_Type Nominal
1112	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	390_SU01_01 hasQuestion SU01_01 | SU01_01 type Question => 390_SU01_01 type Response
930	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	448_UM14 hasQuestion UM14 | UM14 hasQuestion_Category Quality => 448_UM14 type Response
497	Rule_3	?a type Response => ?a ResponseOnPlatform 1	256_M004_01 type Response => 256_M004_01 ResponseOnPlatform 1
1089	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	398_SU01_05 chosen_Answer_Code 4 => 398_SU01_05 ResponseOnPlatform 1
371	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100107 is_Answer_To M010_01 => 10100107 hasAnswerScale_Type Ordinal
1061	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	425_UM23 hasQuestion UM23 | UM23 hasQuestion_Category Agreement => 425_UM23 type Response
83	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	106_M010_01 hasVisitId 106 => 106_M010_01 Response_by_User 106
1006	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 380_SU01_02 hasQuestion SU01_02 => 380_SU01_02 ResponseOnPlatform 1
48	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	265_M003_01 ResponseOnPlatform 1 => 265_M003_01 type Response
155	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM12 hasQuestion_Category Quality | 30120005 is_Answer_To UM12 => 30120005 hasAnswerScale_Type Nominal
394	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010203 is_Answer_To SU01_02 => 20010203 hasAnswerScale_Type Ordinal
1137	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	338_SU01_01 hasQuestion SU01_01 | SU01_01 type Question => 338_SU01_01 ResponseOnPlatform 1
682	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	86_M010_01 Response_by_User 86 | 86 type User => 86_M010_01 type Response
1054	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	384_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 384_SU01_10 type Response
1342	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	426_UM12 chosen_Answer_Code 3 | 3 type User => 426_UM12 type Response
1279	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	432_UM03 chosen_Answer_Code 4 | 4 type User => 432_UM03 ResponseOnPlatform 1
1475	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	379_SU01_07 chosen_Answer_Code 4 => 379_SU01_07 type Response
599	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	150_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 150_M006_01 ResponseOnPlatform 1
179	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM08 hasQuestion_Category Quality | 30080003 is_Answer_To UM08 => 30080003 hasAnswerScale_Type Nominal
514	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	304_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 304_M003_01 ResponseOnPlatform 1
1361	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	466_UM18 chosen_Answer_Code NO_RECORDED_RESPONSE => 466_UM18 type Response
846	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	297_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 297_M008_01 type Response
513	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	64_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 64_M002_01 ResponseOnPlatform 1
810	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	326_SU01_08 chosen_Answer_Code 5 => 326_SU01_08 ResponseOnPlatform 1
363	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040110 is_Answer_To M004_01 => 10040110 hasAnswerScale_Type Ordinal
1173	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	89_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 89_M008_01 ResponseOnPlatform 1
1193	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	308_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 308_M005 ResponseOnPlatform 1
346	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040108 is_Answer_To M004_01 => 10040108 hasAnswerScale_Type Ordinal
756	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	408_UM13 Response_by_User 408 | 408 type User => 408_UM13 ResponseOnPlatform 1
905	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 205_M007_01 hasQuestion M007_01 => 205_M007_01 ResponseOnPlatform 1
978	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 475_UM03 hasQuestion UM03 => 475_UM03 type Response
585	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	485_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 485_UM15 ResponseOnPlatform 1
780	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 420_UM03 hasQuestion UM03 => 420_UM03 ResponseOnPlatform 1
626	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	471_UM10 hasVisitId 471 | 471_UM10 hasVisitId 471 => 471 hasUserId 471
243	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30230002 is_Answer_To UM23 | UM23 type Question => 30230002 hasAnswerScale_Type Nominal
798	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 490_UM03 hasQuestion UM03 => 490_UM03 ResponseOnPlatform 1
535	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	179_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 179_M002_01 ResponseOnPlatform 1
759	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	416_UM07 Response_by_User 416 | 416 type User => 416_UM07 ResponseOnPlatform 1
986	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 402_SU01_02 hasQuestion SU01_02 => 402_SU01_02 ResponseOnPlatform 1
858	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	205_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 205_M007_01 type Response
1415	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM26_01 hasVisitId 407 => 407_UM26_01 Response_by_User 407
818	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	310_SU01_07 chosen_Answer_Code 5 => 310_SU01_07 ResponseOnPlatform 1
308	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 hasQuestion_Category Agreement | 20010804 is_Answer_To SU01_08 => 20010804 hasAnswerScale_Type Ordinal
916	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 204_M007_01 hasQuestion M007_01 => 204_M007_01 ResponseOnPlatform 1
398	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010303 is_Answer_To SU01_03 => 20010303 hasAnswerScale_Type Ordinal
370	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100108 is_Answer_To M010_01 => 10100108 hasAnswerScale_Type Ordinal
54	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	71_M003_01 ResponseOnPlatform 1 => 71_M003_01 type Response
552	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	69_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 69_M007_01 ResponseOnPlatform 1
855	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	73_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 73_M005 type Response
312	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_09 hasQuestion_Category Agreement | 20010901 is_Answer_To SU01_09 => 20010901 hasAnswerScale_Type Ordinal
915	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 294_M007_01 hasQuestion M007_01 => 294_M007_01 ResponseOnPlatform 1
109	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30090002 hasAnswerId 30090002 | 30090002 type Answer => 30090002 hasAnswerScale_Type Nominal
917	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 188_M007_01 hasQuestion M007_01 => 188_M007_01 ResponseOnPlatform 1
1454	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	443_UM16 chosen_Answer_Code 5 => 443_UM16 type Response
100	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30180003 hasAnswerId 30180003 | 30180003 type Answer => 30180003 hasAnswerScale_Type Nominal
1420	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM18 hasVisitId 407 => 407_UM18 Response_by_User 407
664	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	458_UM20 Response_by_User 458 | 458 type User => 458_UM20 type Response
1370	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	417_UM17 chosen_Answer_Code NO_RECORDED_RESPONSE => 417_UM17 type Response
266	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	10050002 is_Answer_To M005 | M005 type Question => 10050002 hasAnswerScale_Type Nominal
757	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	155_M005 Response_by_User 155 | 155 type User => 155_M005 ResponseOnPlatform 1
296	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30010004 ResponseCode 4 | 4 type User => 30010004 hasAnswerScale_Type Nominal
650	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	439_UM07 hasVisitId 439 | 439 type User => 439_UM07 ResponseOnPlatform 1
938	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	469_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 469_UM15 type Response
693	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	398_SU01_08 hasVisitId 398 | 398 type User => 398_SU01_08 type Response
943	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	420_UM12 hasQuestion UM12 | UM12 hasQuestion_Category Quality => 420_UM12 type Response
377	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100104 is_Answer_To M010_01 => 10100104 hasAnswerScale_Type Ordinal
286	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30010002 ResponseCode 2 | 2 type User => 30010002 hasAnswerScale_Type Nominal
1433	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM01 hasVisitId 407 => 407_UM01 Response_by_User 407
1366	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	216_M004_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 216_M004_01 type Response
126	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30090003 hasAnswerId 30090003 | 30090003 type Answer => 30090003 hasAnswerScale_Type Nominal
327	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 hasQuestion_Category Agreement | 20010202 is_Answer_To SU01_02 => 20010202 hasAnswerScale_Type Ordinal
292	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30040001 ResponseCode 1 | 1 type User => 30040001 hasAnswerScale_Type Nominal
544	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	185_M010_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 185_M010_01 ResponseOnPlatform 1
722	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	386_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 386_SU01_07 ResponseOnPlatform 1
979	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 407_UM03 hasQuestion UM03 => 407_UM03 type Response
355	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030103 is_Answer_To M003_01 => 10030103 hasAnswerScale_Type Ordinal
170	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM11 hasQuestion_Category Quality | 30110004 is_Answer_To UM11 => 30110004 hasAnswerScale_Type Nominal
836	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	334_SU01_04 chosen_Answer_Code 5 => 334_SU01_04 ResponseOnPlatform 1
933	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	409_UM02 hasQuestion UM02 | UM02 hasQuestion_Category Quality => 409_UM02 type Response
1233	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	419_UM03 Response_by_User 419 | 419_UM03 hasVisitId 419 => 419_UM03 ResponseOnPlatform 1
209	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM12 belongsTo uMARS | 30120004 is_Answer_To UM12 => 30120004 hasAnswerScale_Type Nominal
610	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	183_M003_01 hasVisitId 183 | 183_M003_01 hasVisitId 183 => 183 hasUserId 183
140	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30100005 hasAnswerId 30100005 | 30100005 type Answer => 30100005 hasAnswerScale_Type Nominal
1080	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	349_SU01_09 chosen_Answer_Code 4 => 349_SU01_09 ResponseOnPlatform 1
983	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 432_UM03 hasQuestion UM03 => 432_UM03 type Response
1331	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	484_UM18 chosen_Answer_Code 2 | 2 type User => 484_UM18 type Response
1468	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	432_UM08 chosen_Answer_Code 4 => 432_UM08 type Response
1414	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM14 hasVisitId 407 => 407_UM14 Response_by_User 407
1009	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 339_SU01_02 hasQuestion SU01_02 => 339_SU01_02 ResponseOnPlatform 1
522	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	273_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 273_M002_01 ResponseOnPlatform 1
199	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM21 belongsTo uMARS | 30210001 is_Answer_To UM21 => 30210001 hasAnswerScale_Type Nominal
1119	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	433_UM03 hasQuestion UM03 | UM03 type Question => 433_UM03 type Response
500	Rule_3	?a type Response => ?a ResponseOnPlatform 1	48_M002_01 type Response => 48_M002_01 ResponseOnPlatform 1
1029	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 301_M007_01 hasQuestion M007_01 => 301_M007_01 type Response
486	Rule_3	?a type Response => ?a ResponseOnPlatform 1	107_M006_01 type Response => 107_M006_01 ResponseOnPlatform 1
493	Rule_3	?a type Response => ?a ResponseOnPlatform 1	430_UM19 type Response => 430_UM19 ResponseOnPlatform 1
10	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30210003 type Answer => 30210003 hasAnswerScale_Type Nominal
147	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30200001 hasAnswerId 30200001 | 30200001 type Answer => 30200001 hasAnswerScale_Type Nominal
1190	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	187_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 187_M005 ResponseOnPlatform 1
