Prompt,input_text,output_text,Label,has_rule_context,is_connected
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
311 SU01 07 has hasVisitId with string. Does 311 SU01 07 have Response by User with 372 SU01 04?

###Response:
311 SU01 07 has hasVisitId with string. The answer is no.",311 SU01 07 has hasVisitId with string. Does 311 SU01 07 have Response by User with 372 SU01 04?,311 SU01 07 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
485 UM15 has chosen Answer Code with string. Does 485 UM15 have ResponseOnPlatform with 476 UM19?

###Response:
485 UM15 has chosen Answer Code with string. The answer is no.",485 UM15 has chosen Answer Code with string. Does 485 UM15 have ResponseOnPlatform with 476 UM19?,485 UM15 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
390 SU01 06 has chosen Answer Code with string. Does 390 SU01 06 have hasQuestion with 40 M002 01?

###Response:
390 SU01 06 has chosen Answer Code with string. The answer is no.",390 SU01 06 has chosen Answer Code with string. Does 390 SU01 06 have hasQuestion with 40 M002 01?,390 SU01 06 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
487 UM09 has ResponseOnPlatform with 1. Does 487 UM09 have ResponseOnPlatform with 487 UM16?

###Response:
487 UM09 has ResponseOnPlatform with 1. The answer is no.",487 UM09 has ResponseOnPlatform with 1. Does 487 UM09 have ResponseOnPlatform with 487 UM16?,487 UM09 has ResponseOnPlatform with 1. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
354 SU01 08 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 354 SU01 08 have chosen Answer Code with 432 UM01?

###Response:
354 SU01 08 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.",354 SU01 08 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 354 SU01 08 have chosen Answer Code with 432 UM01?,354 SU01 08 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
482 UM06 has ResponseOnPlatform with 1. Does 482 UM06 have ResponseOnPlatform with ""5?

###Response:
482 UM06 has ResponseOnPlatform with 1. The answer is no.","482 UM06 has ResponseOnPlatform with 1. Does 482 UM06 have ResponseOnPlatform with ""5?",482 UM06 has ResponseOnPlatform with 1. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
168 M008 01 has Response by User with 168. Does 168 M008 01 have type with 481 UM07?

###Response:
168 M008 01 has Response by User with 168. The answer is no.",168 M008 01 has Response by User with 168. Does 168 M008 01 have type with 481 UM07?,168 M008 01 has Response by User with 168. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
315 SU01 09 has Response by User with 315. 315 has type with User. Does 315 SU01 09 have chosen Answer Code with 20010706?

###Response:
315 SU01 09 has Response by User with 315. 315 has type with User. The answer is no.",315 SU01 09 has Response by User with 315. 315 has type with User. Does 315 SU01 09 have chosen Answer Code with 20010706?,315 SU01 09 has Response by User with 315. 315 has type with User. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
482 UM18 has ResponseOnPlatform with 1. Does 482 UM18 have type with 418 UM10?

###Response:
482 UM18 has ResponseOnPlatform with 1. The answer is no.",482 UM18 has ResponseOnPlatform with 1. Does 482 UM18 have type with 418 UM10?,482 UM18 has ResponseOnPlatform with 1. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
456 UM25 has Response by User with 456. 456 has type with User. User has type with Class. Does 456 UM25 have ResponseOnPlatform with 342 SU01 05?

###Response:
456 UM25 has Response by User with 456. 456 has type with User. User has type with Class. The answer is no.",456 UM25 has Response by User with 456. 456 has type with User. User has type with Class. Does 456 UM25 have ResponseOnPlatform with 342 SU01 05?,456 UM25 has Response by User with 456. 456 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
455 UM23 has Response by User with 455. 455 has type with User. Does 455 UM23 have hasVisitId with 328?

###Response:
455 UM23 has Response by User with 455. 455 has type with User. The answer is no.",455 UM23 has Response by User with 455. 455 has type with User. Does 455 UM23 have hasVisitId with 328?,455 UM23 has Response by User with 455. 455 has type with User. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
10100108 has hasAnswer Category with positive. Does 10100108 have type with 237 M007 01?

###Response:
10100108 has hasAnswer Category with positive. The answer is no.",10100108 has hasAnswer Category with positive. Does 10100108 have type with 237 M007 01?,10100108 has hasAnswer Category with positive. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
53 M003 01 has ResponseOnPlatform with 1. 1 has label with string. Does 53 M003 01 have hasVisitId with 161 M004 01?

###Response:
53 M003 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",53 M003 01 has ResponseOnPlatform with 1. 1 has label with string. Does 53 M003 01 have hasVisitId with 161 M004 01?,53 M003 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
56 M010 01 has hasVisitId with string. Does 56 M010 01 have hasQuestion with 10040105?

###Response:
56 M010 01 has hasVisitId with string. The answer is no.",56 M010 01 has hasVisitId with string. Does 56 M010 01 have hasQuestion with 10040105?,56 M010 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
10100106 has ResponseCode with string. Does 10100106 have ResponseCode with 402?

###Response:
10100106 has ResponseCode with string. The answer is no.",10100106 has ResponseCode with string. Does 10100106 have ResponseCode with 402?,10100106 has ResponseCode with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
352 SU01 02 has Response by User with 352. 352 has type with User. User has type with Class. Does 352 SU01 02 have Response by User with 417 UM15?

###Response:
352 SU01 02 has Response by User with 352. 352 has type with User. User has type with Class. The answer is no.",352 SU01 02 has Response by User with 352. 352 has type with User. User has type with Class. Does 352 SU01 02 have Response by User with 417 UM15?,352 SU01 02 has Response by User with 352. 352 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
317 SU01 07 has Response by User with 317. 317 has type with User. User has type with Class. Does 317 SU01 07 have ResponseOnPlatform with 489 UM16?

###Response:
317 SU01 07 has Response by User with 317. 317 has type with User. User has type with Class. The answer is no.",317 SU01 07 has Response by User with 317. 317 has type with User. User has type with Class. Does 317 SU01 07 have ResponseOnPlatform with 489 UM16?,317 SU01 07 has Response by User with 317. 317 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
428 UM08 has Response by User with 428. 428 has type with User. User has type with Class. Does 428 UM08 have ResponseOnPlatform with 48?

###Response:
428 UM08 has Response by User with 428. 428 has type with User. User has type with Class. The answer is no.",428 UM08 has Response by User with 428. 428 has type with User. User has type with Class. Does 428 UM08 have ResponseOnPlatform with 48?,428 UM08 has Response by User with 428. 428 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
27 M003 01 has Response by User with 27. Does 27 M003 01 have ResponseOnPlatform with 10060104?

###Response:
27 M003 01 has Response by User with 27. The answer is no.",27 M003 01 has Response by User with 27. Does 27 M003 01 have ResponseOnPlatform with 10060104?,27 M003 01 has Response by User with 27. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
175 M007 01 has hasVisitId with string. Does 175 M007 01 have ResponseOnPlatform with 453 UM24?

###Response:
175 M007 01 has hasVisitId with string. The answer is no.",175 M007 01 has hasVisitId with string. Does 175 M007 01 have ResponseOnPlatform with 453 UM24?,175 M007 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
421 UM12 has hasQuestion with UM12. UM12 has belongsTo with uMARS. uMARS has label with string. Does 421 UM12 have ResponseOnPlatform with 114 M010 01?

###Response:
421 UM12 has hasQuestion with UM12. UM12 has belongsTo with uMARS. uMARS has label with string. The answer is no.",421 UM12 has hasQuestion with UM12. UM12 has belongsTo with uMARS. uMARS has label with string. Does 421 UM12 have ResponseOnPlatform with 114 M010 01?,421 UM12 has hasQuestion with UM12. UM12 has belongsTo with uMARS. uMARS has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
92 M003 01 has hasVisitId with string. Does 92 M003 01 have Response by User with 448 UM12?

###Response:
92 M003 01 has hasVisitId with string. The answer is no.",92 M003 01 has hasVisitId with string. Does 92 M003 01 have Response by User with 448 UM12?,92 M003 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
354 SU01 10 has Response by User with 354. Does 354 SU01 10 have hasQuestion with ""System?

###Response:
354 SU01 10 has Response by User with 354. The answer is no.","354 SU01 10 has Response by User with 354. Does 354 SU01 10 have hasQuestion with ""System?",354 SU01 10 has Response by User with 354. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
353 SU01 10 has chosen Answer Code with string. Does 353 SU01 10 have ResponseOnPlatform with 330 SU01 08?

###Response:
353 SU01 10 has chosen Answer Code with string. The answer is no.",353 SU01 10 has chosen Answer Code with string. Does 353 SU01 10 have ResponseOnPlatform with 330 SU01 08?,353 SU01 10 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
165 M003 01 has chosen Answer Code with string. Does 165 M003 01 have chosen Answer Code with 60 M007 01?

###Response:
165 M003 01 has chosen Answer Code with string. The answer is no.",165 M003 01 has chosen Answer Code with string. Does 165 M003 01 have chosen Answer Code with 60 M007 01?,165 M003 01 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
406 UM18 has hasVisitId with string. Does 406 UM18 have Response by User with 32 M007 01?

###Response:
406 UM18 has hasVisitId with string. The answer is no.",406 UM18 has hasVisitId with string. Does 406 UM18 have Response by User with 32 M007 01?,406 UM18 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
UM10 has belongsTo with uMARS. Does UM10 have Question Description with 331 SU01 06?

###Response:
UM10 has belongsTo with uMARS. The answer is no.",UM10 has belongsTo with uMARS. Does UM10 have Question Description with 331 SU01 06?,UM10 has belongsTo with uMARS. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
195 M006 01 has hasQuestion with M006 01. M006 01 has hasQuestion Category with Quality. Quality has comment with ""Quality. Does 195 M006 01 have Response by User with 428 UM25?

###Response:
195 M006 01 has hasQuestion with M006 01. M006 01 has hasQuestion Category with Quality. Quality has comment with ""Quality. The answer is no.","195 M006 01 has hasQuestion with M006 01. M006 01 has hasQuestion Category with Quality. Quality has comment with ""Quality. Does 195 M006 01 have Response by User with 428 UM25?","195 M006 01 has hasQuestion with M006 01. M006 01 has hasQuestion Category with Quality. Quality has comment with ""Quality. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
162 M007 01 has Response by User with 162. Does 162 M007 01 have hasQuestion with 181?

###Response:
162 M007 01 has Response by User with 162. The answer is no.",162 M007 01 has Response by User with 162. Does 162 M007 01 have hasQuestion with 181?,162 M007 01 has Response by User with 162. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
277 M003 01 has hasQuestion with M003 01. M003 01 has belongsTo with ME1. ME1 has label with string. Does 277 M003 01 have type with 477 UM12?

###Response:
277 M003 01 has hasQuestion with M003 01. M003 01 has belongsTo with ME1. ME1 has label with string. The answer is no.",277 M003 01 has hasQuestion with M003 01. M003 01 has belongsTo with ME1. ME1 has label with string. Does 277 M003 01 have type with 477 UM12?,277 M003 01 has hasQuestion with M003 01. M003 01 has belongsTo with ME1. ME1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
161 M006 01 has hasQuestion with M006 01. Does 161 M006 01 have hasQuestion with 341 SU01 02?

###Response:
161 M006 01 has hasQuestion with M006 01. The answer is no.",161 M006 01 has hasQuestion with M006 01. Does 161 M006 01 have hasQuestion with 341 SU01 02?,161 M006 01 has hasQuestion with M006 01. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
387 SU01 05 has hasVisitId with string. Does 387 SU01 05 have type with 417 UM10?

###Response:
387 SU01 05 has hasVisitId with string. The answer is no.",387 SU01 05 has hasVisitId with string. Does 387 SU01 05 have type with 417 UM10?,387 SU01 05 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
341 SU01 02 has Response by User with 341. 341 has label with string. Does 341 SU01 02 have chosen Answer Code with Recommendation?

###Response:
341 SU01 02 has Response by User with 341. 341 has label with string. The answer is no.",341 SU01 02 has Response by User with 341. 341 has label with string. Does 341 SU01 02 have chosen Answer Code with Recommendation?,341 SU01 02 has Response by User with 341. 341 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
328 SU01 01 has hasQuestion with SU01 01. SU01 01 has Question Description with ""System. Does 328 SU01 01 have type with 166 M004 01?

###Response:
328 SU01 01 has hasQuestion with SU01 01. SU01 01 has Question Description with ""System. The answer is no.","328 SU01 01 has hasQuestion with SU01 01. SU01 01 has Question Description with ""System. Does 328 SU01 01 have type with 166 M004 01?","328 SU01 01 has hasQuestion with SU01 01. SU01 01 has Question Description with ""System. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
417 UM10 has hasQuestion with UM10. UM10 has belongsTo with uMARS. Does 417 UM10 have Response by User with 490 UM02?

###Response:
417 UM10 has hasQuestion with UM10. UM10 has belongsTo with uMARS. The answer is no.",417 UM10 has hasQuestion with UM10. UM10 has belongsTo with uMARS. Does 417 UM10 have Response by User with 490 UM02?,417 UM10 has hasQuestion with UM10. UM10 has belongsTo with uMARS. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
424 UM23 has chosen Answer Code with string. Does 424 UM23 have chosen Answer Code with 260 M007 01?

###Response:
424 UM23 has chosen Answer Code with string. The answer is no.",424 UM23 has chosen Answer Code with string. Does 424 UM23 have chosen Answer Code with 260 M007 01?,424 UM23 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
108 M007 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 108 M007 01 have hasVisitId with 479 UM11?

###Response:
108 M007 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.",108 M007 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 108 M007 01 have hasVisitId with 479 UM11?,108 M007 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
309 SU01 10 has hasQuestion with SU01 10. SU01 10 has Question Description with ""System. Does 309 SU01 10 have chosen Answer Code with 246 M010 01?

###Response:
309 SU01 10 has hasQuestion with SU01 10. SU01 10 has Question Description with ""System. The answer is no.","309 SU01 10 has hasQuestion with SU01 10. SU01 10 has Question Description with ""System. Does 309 SU01 10 have chosen Answer Code with 246 M010 01?","309 SU01 10 has hasQuestion with SU01 10. SU01 10 has Question Description with ""System. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
210 M008 01 has ResponseOnPlatform with 1. 1 has label with string. Does 210 M008 01 have Response by User with 458 UM24?

###Response:
210 M008 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",210 M008 01 has ResponseOnPlatform with 1. 1 has label with string. Does 210 M008 01 have Response by User with 458 UM24?,210 M008 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
165 M010 01 has hasQuestion with M010 01. M010 01 has type with Question. Does 165 M010 01 have Response by User with 194 M003 01?

###Response:
165 M010 01 has hasQuestion with M010 01. M010 01 has type with Question. The answer is no.",165 M010 01 has hasQuestion with M010 01. M010 01 has type with Question. Does 165 M010 01 have Response by User with 194 M003 01?,165 M010 01 has hasQuestion with M010 01. M010 01 has type with Question. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
30250003 has hasAnswer Category with neutral. Does 30250003 have hasAnswerScale Type with 328?

###Response:
30250003 has hasAnswer Category with neutral. The answer is no.",30250003 has hasAnswer Category with neutral. Does 30250003 have hasAnswerScale Type with 328?,30250003 has hasAnswer Category with neutral. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
143 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. Does 143 M007 01 have chosen Answer Code with 179 M006 01?

###Response:
143 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. The answer is no.","143 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. Does 143 M007 01 have chosen Answer Code with 179 M006 01?","143 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
385 SU01 08 has hasQuestion with SU01 08. SU01 08 has Question Description with ""System. Does 385 SU01 08 have type with 235 M005?

###Response:
385 SU01 08 has hasQuestion with SU01 08. SU01 08 has Question Description with ""System. The answer is no.","385 SU01 08 has hasQuestion with SU01 08. SU01 08 has Question Description with ""System. Does 385 SU01 08 have type with 235 M005?","385 SU01 08 has hasQuestion with SU01 08. SU01 08 has Question Description with ""System. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
SU01 05 has belongsTo with SUS. SUS has shortDescription with ""System. Does SU01 05 have hasQuestionId with 320 SU01 05?

###Response:
SU01 05 has belongsTo with SUS. SUS has shortDescription with ""System. The answer is no.","SU01 05 has belongsTo with SUS. SUS has shortDescription with ""System. Does SU01 05 have hasQuestionId with 320 SU01 05?","SU01 05 has belongsTo with SUS. SUS has shortDescription with ""System. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
348 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. Does 348 SU01 08 have ResponseOnPlatform with 323 SU01 02?

###Response:
348 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",348 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. Does 348 SU01 08 have ResponseOnPlatform with 323 SU01 02?,348 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
464 UM18 has Response by User with 464. 464 has type with User. User has type with Class. Does 464 UM18 have chosen Answer Code with 424 UM09?

###Response:
464 UM18 has Response by User with 464. 464 has type with User. User has type with Class. The answer is no.",464 UM18 has Response by User with 464. 464 has type with User. User has type with Class. Does 464 UM18 have chosen Answer Code with 424 UM09?,464 UM18 has Response by User with 464. 464 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
469 UM19 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 469 UM19 have hasQuestion with 421 UM18?

###Response:
469 UM19 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.",469 UM19 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 469 UM19 have hasQuestion with 421 UM18?,469 UM19 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
386 SU01 04 has ResponseOnPlatform with 1. 1 has label with string. Does 386 SU01 04 have chosen Answer Code with 433 UM15?

###Response:
386 SU01 04 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",386 SU01 04 has ResponseOnPlatform with 1. 1 has label with string. Does 386 SU01 04 have chosen Answer Code with 433 UM15?,386 SU01 04 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
440 UM10 has chosen Answer Code with string. Does 440 UM10 have ResponseOnPlatform with 486 UM12?

###Response:
440 UM10 has chosen Answer Code with string. The answer is no.",440 UM10 has chosen Answer Code with string. Does 440 UM10 have ResponseOnPlatform with 486 UM12?,440 UM10 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
398 SU01 02 has chosen Answer Code with string. Does 398 SU01 02 have chosen Answer Code with 57 M008 01?

###Response:
398 SU01 02 has chosen Answer Code with string. The answer is no.",398 SU01 02 has chosen Answer Code with string. Does 398 SU01 02 have chosen Answer Code with 57 M008 01?,398 SU01 02 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
94 M002 01 has hasQuestion with M002 01. Does 94 M002 01 have type with 427 UM18?

###Response:
94 M002 01 has hasQuestion with M002 01. The answer is no.",94 M002 01 has hasQuestion with M002 01. Does 94 M002 01 have type with 427 UM18?,94 M002 01 has hasQuestion with M002 01. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
450 UM10 has Response by User with 450. Does 450 UM10 have chosen Answer Code with 315 SU01 06?

###Response:
450 UM10 has Response by User with 450. The answer is no.",450 UM10 has Response by User with 450. Does 450 UM10 have chosen Answer Code with 315 SU01 06?,450 UM10 has Response by User with 450. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
303 M003 01 has Response by User with 303. 303 has label with string. Does 303 M003 01 have Response by User with 472 UM23?

###Response:
303 M003 01 has Response by User with 303. 303 has label with string. The answer is no.",303 M003 01 has Response by User with 303. 303 has label with string. Does 303 M003 01 have Response by User with 472 UM23?,303 M003 01 has Response by User with 303. 303 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
491 UM06 has chosen Answer Code with string. Does 491 UM06 have ResponseOnPlatform with 99?

###Response:
491 UM06 has chosen Answer Code with string. The answer is no.",491 UM06 has chosen Answer Code with string. Does 491 UM06 have ResponseOnPlatform with 99?,491 UM06 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
30220002 has hasAnswer Category with negative. Does 30220002 have type with 353 SU01 01?

###Response:
30220002 has hasAnswer Category with negative. The answer is no.",30220002 has hasAnswer Category with negative. Does 30220002 have type with 353 SU01 01?,30220002 has hasAnswer Category with negative. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
414 UM21 has Response by User with 414. Does 414 UM21 have hasQuestion with 357 SU01 05?

###Response:
414 UM21 has Response by User with 414. The answer is no.",414 UM21 has Response by User with 414. Does 414 UM21 have hasQuestion with 357 SU01 05?,414 UM21 has Response by User with 414. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
271 M008 01 has Response by User with 271. Does 271 M008 01 have type with 206 M007 01?

###Response:
271 M008 01 has Response by User with 271. The answer is no.",271 M008 01 has Response by User with 271. Does 271 M008 01 have type with 206 M007 01?,271 M008 01 has Response by User with 271. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
123 M002 01 has chosen Answer Code with string. Does 123 M002 01 have ResponseOnPlatform with 183 M003 01?

###Response:
123 M002 01 has chosen Answer Code with string. The answer is no.",123 M002 01 has chosen Answer Code with string. Does 123 M002 01 have ResponseOnPlatform with 183 M003 01?,123 M002 01 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
415 UM16 has hasQuestion with UM16. UM16 has belongsTo with uMARS. uMARS has type with Class. Does 415 UM16 have ResponseOnPlatform with 426 UM13?

###Response:
415 UM16 has hasQuestion with UM16. UM16 has belongsTo with uMARS. uMARS has type with Class. The answer is no.",415 UM16 has hasQuestion with UM16. UM16 has belongsTo with uMARS. uMARS has type with Class. Does 415 UM16 have ResponseOnPlatform with 426 UM13?,415 UM16 has hasQuestion with UM16. UM16 has belongsTo with uMARS. uMARS has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
213 M007 01 has chosen Answer Code with ""Klare. Does 213 M007 01 have hasVisitId with 391 SU01 05?

###Response:
213 M007 01 has chosen Answer Code with ""Klare. The answer is no.","213 M007 01 has chosen Answer Code with ""Klare. Does 213 M007 01 have hasVisitId with 391 SU01 05?","213 M007 01 has chosen Answer Code with ""Klare. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
66 M006 01 has Response by User with 66. 66 has label with string. Does 66 M006 01 have hasVisitId with NullAnswer?

###Response:
66 M006 01 has Response by User with 66. 66 has label with string. The answer is no.",66 M006 01 has Response by User with 66. 66 has label with string. Does 66 M006 01 have hasVisitId with NullAnswer?,66 M006 01 has Response by User with 66. 66 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
420 UM18 has hasQuestion with UM18. UM18 has type with Question. Does 420 UM18 have hasVisitId with 172 M010 01?

###Response:
420 UM18 has hasQuestion with UM18. UM18 has type with Question. The answer is no.",420 UM18 has hasQuestion with UM18. UM18 has type with Question. Does 420 UM18 have hasVisitId with 172 M010 01?,420 UM18 has hasQuestion with UM18. UM18 has type with Question. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
380 SU01 08 has hasVisitId with string. Does 380 SU01 08 have hasVisitId with 415 UM21?

###Response:
380 SU01 08 has hasVisitId with string. The answer is no.",380 SU01 08 has hasVisitId with string. Does 380 SU01 08 have hasVisitId with 415 UM21?,380 SU01 08 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
240 M007 01 has chosen Answer Code with ""Quiz. Does 240 M007 01 have hasVisitId with 336?

###Response:
240 M007 01 has chosen Answer Code with ""Quiz. The answer is no.","240 M007 01 has chosen Answer Code with ""Quiz. Does 240 M007 01 have hasVisitId with 336?","240 M007 01 has chosen Answer Code with ""Quiz. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
286 M002 01 has Response by User with 286. 286 has type with User. User has type with Class. Does 286 M002 01 have chosen Answer Code with 441 UM03?

###Response:
286 M002 01 has Response by User with 286. 286 has type with User. User has type with Class. The answer is no.",286 M002 01 has Response by User with 286. 286 has type with User. User has type with Class. Does 286 M002 01 have chosen Answer Code with 441 UM03?,286 M002 01 has Response by User with 286. 286 has type with User. User has type with Class. The answer is no.,0,False,False
