mention_id,semantic_unit_id,mention_index,surface_form,char_start,char_end,ner_label,predicted_cui,predicted_score,predicted_canonical_name,label_status,gold_status
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m93,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,93,ICD,1435,1438,ENTITY,C0020725,0.991557776927948,Type II Mucolipidosis,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m94,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,94,bedingt,1440,1447,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m95,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,95,Risiko sehr,1461,1472,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m96,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,96,Konventioneller,1481,1496,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m97,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,97,ICD,1497,1500,ENTITY,C0020725,0.991557776927948,Type II Mucolipidosis,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m98,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,98,absolute,1506,1514,ENTITY,C0205344,0.9759930968284607,Absolute,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m99,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,99,Unmittelbar prä,1543,1558,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m100,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,100,MRT,1559,1562,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m101,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,101,Unmittelbar post,1565,1581,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m102,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,102,MRT,1582,1585,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m103,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,103,"Risiko hoch 
 ",1592,1606,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m104,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,104,Konventioneller,1607,1622,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m105,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,105,ICD,1623,1626,ENTITY,C0020725,0.991557776927948,Type II Mucolipidosis,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m106,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,106,stattgehabte VT/VF,1632,1650,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m107,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,107,keine,1652,1657,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m108,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,108,HSM-Abhängigkeit,1667,1683,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m109,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,109,Unmittelbar prä,1706,1721,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m110,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,110,MRT,1722,1725,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m111,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,111,Unmittelbar post,1728,1744,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m112,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,112,MRT,1745,1748,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m113,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,113,"Risiko mittel 
 ",1755,1771,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m114,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,114,Konventioneller,1772,1787,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m115,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,115,ICD,1788,1791,ENTITY,C0020725,0.991557776927948,Type II Mucolipidosis,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m116,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,116,stattgehabte VT/VF,1797,1815,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m117,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,117,keine,1817,1822,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m118,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,118,HSM-Abhängigkeit,1832,1848,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m119,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,119,Unmittelbar prä,1871,1886,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m120,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,120,MRT,1887,1890,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m121,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,121,Unmittelbar post,1893,1909,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m122,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,122,MRT,1910,1913,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m123,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,123,"Risiko niedrig 
 ",1920,1937,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m124,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,124,Bedingt,1938,1945,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m125,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,125,MRT-sicherer,1946,1958,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m126,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,126,ICD,1959,1962,ENTITY,C0020725,0.991557776927948,Type II Mucolipidosis,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m127,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,127,absolute HSM-Abhängigkeit) | D00 c,1968,2002,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m128,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,128,Unmittelbar prä,2005,2020,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m129,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,129,MRT,2021,2024,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m130,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,130,Unmittelbar post,2027,2043,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m131,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,131,MRT,2044,2047,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m132,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,132,Risiko sehr,2054,2065,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m133,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,133,Bedingt,2077,2084,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m134,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,134,ICD,2098,2101,ENTITY,C0020725,0.991557776927948,Type II Mucolipidosis,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m135,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,135,stattgehabte VT/VF,2107,2125,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m136,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,136,keine,2127,2132,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m137,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,137,HSM-Abhängigkeit,2142,2158,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m138,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,138,Unmittelbar prä,2181,2196,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m139,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,139,MRT,2197,2200,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m140,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,140,Unmittelbar post,2203,2219,ENTITY,,,,predicted_umls_link,not_human_gold
lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001_m141,lu_14674ef2d4b3549e6e37c8d0c252638c908c429685fd1e0b21eee935b6731acf_n0001,141,MRT,2220,2223,ENTITY,C2949870,0.9783060550689697,Medial rostrotemporal auditory cortex,predicted_umls_link,not_human_gold
